key,label,gold_text,asr_text,wer
1_5581_u,0,i gargled with tequila and may have swallowed a teeny bit.,we are going to keyle and may have swallowed a teeny bit. you alright? bye.,0.7272727272727273
1_5617_u,1,thanks for clearing that up,the heart attack. thanks for clearing that up.,0.8
1_5627_u,1,"your girlfriend and your ex-girlfriend are hanging out together? oh, yeah, that can only be good for you.","oh yeah, that can only be good for you.",0.5555555555555556
1_5679_u,1,"i'd like to respond to that sarcastically: yes, i relish the thought of a stranger covering my body with oil and rubbing it.","i'd like to respond to that sarcastically. yes, i relish the thought of a stranger covering my body with oil and rubbing it.",0.043478260869565216
1_5699_u,1,"congratulations and welcome temporarily aboard. here's your i.d. card, your key and your lapel pin. which leonard was too cool to wear.","congratulations and welcome temporarily aboard. here's your id card, your key, and your lapel pin, which leonard was too cool to wear.",0.13636363636363635
1_5751_u,0,of course you do. you're a cutie pie! any girl would be lucky to have you!,"of course you do, you're a cutie pie! any girl would be lucky to have you!",0.0625
1_5758_u,1,"oh, i could so see you being the face of hemorrhoids.","well, i could so see you being the face of hammer rose. i know, right?",0.5454545454545454
1_5786_u,0,"all right, so technically it's not a dinner date. i suppose you could call it a, uh, dinfast date. but if you did, you'd open yourself to peer-based mocking, such as, ""hey, leonard, how was your dinfast with priya last night?""","all right, so technically it's not a dinner date. i suppose you could call it a din-fast date. but if you did, you'd open yourself to pure-based mocking, such as, hey leonard, how was your din-fast with pre-alas night?",0.21951219512195122
1_5880_u,1,"when you're done copping a feel, that goes on my wrist.",when you're done copying a feel that goes on my wrist.,0.18181818181818182
1_5919_u,0,"because you don't have a girlfriend? well, good lord, if that becomes a reason not to play dungeons & dragons, this game's in serious trouble.",but because you don't have a girlfriend? well good lord that becomes a reason not to play dungeons and drag and this game's in serious trouble,0.32
1_5953_u,0,here's some other fun news on the raj/emily front. he gave her a pair of diamond earrings and leased her a car.,here's some other fun news on the raj emily front and gave her a pair of diamond earrings and leaster a car.,0.2727272727272727
1_5964_u,1,smart. whisper so the deaf chick can't hear you.,here she comes! smart whispers of the deaf check can't hear you!,0.8888888888888888
1_60_u,1,it's just a privilege to watch your mind at work.,it's just a privilege to watch your mind you work.,0.1
1_6020_u,1,you just got off the list. would you like back on it? this'll just take a moment. it's on a five and a quarter inch floppy.,you just got off the list. would you like back on it? is it just take a moment? it's on a five and a quarter inch floppy.,0.11538461538461539
1_6032_u,1,"you see betrayal in others, but not yourself.","interesting that you see betrayal in others, but not yourself.",0.25
1_6039_u,0,i don't know what i'm going to do. i don't want to break up over this.,i don't know what i'm gonna do. i didn't want to break up over there.,0.25
1_6065_u,1,"frankly, mom, i'm encouraged to see how advanced your group has become-- willing to sail out into the ocean without fear of falling off the edge.","frankly, mom, i'm encouraged to see how advanced your group has become. and willing to sail out into the ocean without fear of falling off the edge.",0.07692307692307693
1_6092_u,0,"we don't say that, either. i'll make you a list. oh, that would be mighty white of you.","we don't say that either. i'll make your list. oh, that'd be mighty wide of you.",0.3333333333333333
1_6113_u,0,"so, this spring, i get to go to the international space station. oh, my word, a trip to the heavens.","so, this spring i get to go to the international space station. oh, my word! a trip to the heavens!",0.15
1_6134_u,1,"no, i'm just allergic to people who get nobel prizes for no good reason.","no, just allergic to people who get nobel prizes for no good reason.",0.07142857142857142
1_6165_u,1,"yes, there's nothing quite like the slightly widened eyes of mildly startled.","yes, there's nothing quite like the slightly wide-and-dies of mildly startled.",0.16666666666666666
1_6183_u,0,you have a thing of paper clips right there.,you were thinking of paper clips right there?,0.4444444444444444
1_6188_u,1,"oh, my god, that's where i know you from.","oh my god, that's where i know you from.",0.1111111111111111
1_6211_u,0,"no. you mean this was all a ruse? oh, how could i be so stu...","no, even this was all a ruse. how could i be so s- s- s-",0.5333333333333333
1_6221_u,1,"well, if you don't mind looking like an orange traffic cone, great.","well, if you don't mind looking like an orange, try the cone, great.",0.25
1_6355_u,1,"said horrible things about each other in public... all in all, a pretty magical night.","okay, so, what do you want out? saw movie, met some nice people, said horrible things about each other in public, oh no, a pretty magical night!",1.2
1_6370_u,1,"oh, of course he is. she's very interesting. did you know, when she was 14, she severed the webbing between her own toes?","it's an amy. of course he is. she's very interesting. did you know when she was 14, she severed the webbing between her own toes?",0.17391304347826086
1_6426_u,1,"you know, the holidays are just around the corner. maybe he wants to see if he can lodge the other testicle up there.","you know, the holidays are just around the corner. maybe once a week in lodge, the other test took a lot up there.",0.4782608695652174
1_6427_u,1,hmm. that's too bad. we could have spent new year's eve waiting for the ball to drop.,that's too bad. could have spent new year's eve waiting for the ball to drop.,0.11764705882352941
1_6428_u,1,sure. you want to see what all the scientists are wearing this year.,i want to see what all the scientists are wearing this year.,0.15384615384615385
1_6472_u,1,you'd think a winner could make a decent cup of cocoa.,think a winner could make a decent cup of cocoa.,0.09090909090909091
1_6504_u,1,"oh, i see why you're confused. no, her news sounded important, but what you're forgetting is, it was an achievement in the field of biology. that's all about yucky, squishy things.","oh, i see why you're confused. now, her new sound that important, but what you're forgetting is, it was an achievement in the field of biology. that's all about yucky squishy things.",0.16129032258064516
1_6534_u,0,"no, but maybe she wants a man with a pocket watch.","i don't think amy wants a pocket watch. no, but maybe she wants a maim with a pocket watch.",0.8181818181818182
1_6627_u,0,"well, yeah, sex with you is pretty great. have you ever tried it?","well, yeah, sex with you is pretty great if you ever tried it.",0.23076923076923078
1_6645_u,0,"well, that wady took high-wes pictures of my junk wast night for cwaigswist.","well, that weighty took high-wiz pictures of my junk last night for quagswist. wait a minute.",0.5384615384615384
1_6648_u,1,you mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,you mean for a person whose neck massages feel like an eagle is trying to carry you to its nest?,0.0
1_6683_u,1,"yeah, terrific. the other astronauts would love to go hurtling through space with a guy named ""crash.""","yeah, it's horrific. the other astronauts would love to go hurtling through space with a guy named crash.",0.17647058823529413
1_672_u,0,do you think penny will come here and take care of us?,do you think petty will come here and take care of us?,0.08333333333333333
1_6766_u,0,maybe that's because i'm not being challenged. it's the same reason einstein failed math.,maybe that's because i'm not being challenged. it's the same reason einstein failed math. maybe the math is...,0.2857142857142857
1_6769_u,1,"hope your hands are steady. it's the width of a single hair. but this is just biology, so i'm sure it's no problem for a genius like you.",hope your hands are setting. it's the width of a single hair but this is just biology so i'm sure it's no problem for a genius like you,0.14285714285714285
1_6835_u,0,"oh, screw her. she's just lucky we let her hang out with us.","where did that? oh, screw her. she's just lucky to be let her hang out with us.",0.38461538461538464
1_6860_u,0,"i'm sorry, it's the bad boy attitude that comes with this hair.","i'm sorry, it's the bad boy attitude that comes with his hair.",0.08333333333333333
1_70_u,1,i don't think i'll be able to stop thinking about it.,"oh, i don't think i'll be able to stop thinking about it.",0.09090909090909091
1_7047_u,1,"also instead of just living in your mother's house, you could actually live inside her body.","also, instead of just living in your mother's house, you could actually live inside her body.",0.0625
1_7082_u,0,"...to all the good times we had, like, uh, when we went camping and spent that night telling each other all our secrets. i told him i'm addicted to pedicures and he told me he lost his virginity to his cousin.","to all the good times we had, like, uh, when we went camping and spend that night telling each other all our secrets, uh, i told him i'm addicted to pedicures, and he told me he lost his virginity to his car.",0.14634146341463414
1_7089_u,1,"yeah, we, uh, made gift bags, had wine, and then went online and saw this.","how about you? do you have a fun night? yeah, we, uh, make gift bags, had wine, and then went online and saw this.",0.6666666666666666
1_7186_u,0,"not exactly. listen, if you don't mind, i'm not really up for chatting. i'm just going to sit here quietly and let my life flash before my eyes.","not exactly. listen, if you don't mind, i'm not really up for chatting. i'm just gonna sit here quietly and let my life flash before my eyes.",0.07142857142857142
1_7281_u,1,"darn. if you weren't busy, i'd ask you to join us.","if you weren't busy, i'd ask you to join us.",0.09090909090909091
1_7341_u,0,i am talking to a man in space. if you don't have the (walkie-talkie static) then he might as well be at the coffee bean over on lake street.,"i am talking to a man in space. if you don't have the, oh, my eyes will be at the coffee bean over on lake street.",0.27586206896551724
1_7357_u,1,i'm starting to get a sense of it.,i'm stirring to get a sense of it.,0.125
1_7395_u,1,"well, if that's all it takes, it's a good thing you don't have a dog.","if that's all it takes, it's a good thing you don't have a dog.",0.06666666666666667
1_7400_u,0,"of course, it is... it's been in the news. and it's a very famous boson.","of course, it's been in the news and it's a very famous pose on.",0.3333333333333333
1_7402_u,1,i didn't know they gave nobel prizes for making boom-boom in the potty.,i didn't know they gave nobel prizes for making boom boom into party.,0.3076923076923077
1_7442_u,0,"the original title was ""a rederivation of maxwell's equations regarding electromagnetism"""" i dumbed it down because some of the more religious people in town were starting to say i was a witch.",the original title was a redarivation of maxwell's equations regarding electromagnetism. i dumbed it down because some of the more religious people in town were starting to say i was a witch.,0.09375
1_7443_u,0,we've kind of been involved in a five-year experiment.,we've kind of been involved in a five-year experiment. oh.,0.1111111111111111
1_7445_u,0,my limbic system wants to take your pants off.,my olympics system wants to take your pants off.,0.1111111111111111
1_7449_u,0,"okay, the nasa web site says howard's final descent has begun.","okay, the nasa website says how its final descent has begun.",0.36363636363636365
1_7487_u,0,"yeah, well, bernadette's a little under the weather and my mom's kind of under my dentist.",until tomorrow? yeah well bernadette's a little under the weather and my mom's trying to under my dentist.,0.375
1_7490_u,0,"it's okay, you know, we space cowboys don't do what we do for glory and fame. we leave that to your rock stars and your athletes and your howie mandels.","it's okay, you know, we space cowboys. don't do what we do for glory and fame. and we leave that to your rock stars and your athletes and your how we mendels.",0.16666666666666666
1_7494_u,0,that sounds a little funny to an american ear.,that sounds a little funny to an american ear.,0.0
1_7504_u,0,"""to stuart, your comic book store is out of this world. just like the guy in this picture was.""","too stored, your comic book stores out of this world, just like the guy in this picture was.",0.3157894736842105
1_7575_u,1,"you're right, the party's fantastic. please, tell me more. i haven't heard enough about it all week because hearing about that never gets old!","you're right, the party's fantastic. please tell me more. i haven't heard enough about it all week because hearing about that never gets old. is this the- what the-",0.2916666666666667
1_7593_u,0,"amy, i can't just ask wil wheaton to leave. he's a minor celebrity. once you explain who he is, many people recognize him.","to leave. to amy, i can't just ask will wheaton to leave. he's a minor celebrity. i'm not sure if he's explaining who he is, many people recognize him. no.",0.4782608695652174
1_7641_u,0,"she was just so sad all the time. yeah, i was the only person who could cheer her up. well, me and ben and jerry.","she was just so sad all the time. now i was the only person who could cheer her up. well, me and ben and jerry.",0.04
1_7661_u,0,"yeah, that was five weeks ago. how much longer is he gonna milk that cow?",that was five weeks ago. how much longer is he gonna milk that cow?,0.06666666666666667
1_7675_u,0,"anyway, to this day, i still can't see a box of crayons without crossing my legs.","anyway, to this day, i still can't see a box of crayons that cross in my legs. laughter",0.25
1_7722_u,1,exactly what it was half an hour ago. it's like you're not even trying to get better.,exactly what it was half an hour ago. it's like i'm trying to get better.,0.17647058823529413
1_7894_u,0,i did. the guy at the liquor store said this stuff tastes great in coffee.,professional help? i did. the guy at the liquor store said this stuff tastes great in coffee.,0.13333333333333333
1_7938_u,0,"come on, let's just start walking. there's got to be a gas station or something nearby.","well, let's just start walking. it's got to be a gas station or something nearby. wait.",0.25
1_7953_u,1,why don't you ask scotty to beam you up?,why don't you ask god to be mew up?,0.3333333333333333
1_80_u,0,"since it's not bee season, you can have my epinephrine.",since it's not b season you can have my up and effort.,0.5
1_8042_u,0,"no, just me, her and a couple of the big wigs. it's part of a bonus she got.","just me, her, and a couple of the big waves. it's part of a bonus she got.",0.16666666666666666
1_8045_u,1,"dumped her? what, did he use a forklift?","dumpter. dumpter, what did he use a fork lift?",0.625
1_8052_u,1,like burt and ernie. you guys even teach me stuff about words and numbers.,like bert and ernie. you guys even teach me stuff about words and numbers. the numbers.,0.21428571428571427
1_8078_u,0,"trust me, you're not jewish. that's how they get you.","you're not jewish, that's how they get you.",0.3
1_8136_u,1,"yeah, i'm really looking forward to it. in fact, there's no place i would rather be than here.","them. yeah, well i'm really looking forward to it. in fact there's no place i would rather be than here.",0.16666666666666666
1_8159_u,0,and i'm cool with surprises. but nothing on a jumbotron. i don't want to cry on a big screen like that.,"and i'm cool as surprise, there's been nothing on the jumbo tron. i don't want to cry on a big screen like that.",0.3333333333333333
1_8185_u,0,we could go to red lobster and talk about it. we're all thinking it. i just had the decency to wait for him to leave.,take go to red lobster and talk about it. we're all thinking and i just had the decency to wait for him to leave.,0.12
1_8217_u,0,"go out with me on one date, and i promise you, you'll see.",go out with me on one date and i promise you you'll see.,0.15384615384615385
1_8407_u,1,"oh, sure, what a wonderful idea. and after that, i'll make up my own rules of oral hygiene. you know, instead of flossing, i'll rub pudding on my gums. i'm going to get the number of the syfy channel and give them what for.","oh, shit. oh, wonderful idea. yeah, i'm gonna make up my own rules of oral hygiene. yeah, instead of flossing, i'll rub putting on my gums. i'm gonna get the number of the sci-fi channel and give them what for. oh.",0.3181818181818182
1_8417_u,0,"oh, i think we were looking at creepy in the rearview mirror when i put up that camera.","oh, i think we were looking at creepy in the rear view mirror when i put up that camera.",0.1111111111111111
1_8452_u,1,i think i'm gonna go. thank you for the burrito and the pork rinds and the 20-minute lecture on why monster trucks are better than regular trucks.,i think i'm gonna go. thank you for the burrito and the pork rinds and the 20 minute lecture on why monster trucks are better than regular trucks.,0.07407407407407407
1_8505_u,0,"a lane frequented by liars. like you, you big liar!",a lane frequented by liars like you you big liar,0.3
1_8717_u,1,because you're in the right lane behind a bus and you won't go around it? i'm sure she finds it charming.,penny's mad at me. because you're in the right lane behind a bus and won't go around it? i'm sure he finds a charming.,0.3333333333333333
1_8746_u,1,"i enjoyed it. when you told me i was going to be ""losing my virginity,"" i didn't think you meant showing me "" raiders of the lost ark "" for the first time.","i enjoyed it. when you told me i was going to be losing my virginity, i didn't think you meant showing your raiders in the last arc for the first time. come on.",0.30303030303030304
1_8749_u,1,it was very entertaining... despite the glaring story problem.,"it was very entertaining, despite the glaring story problem.",0.1111111111111111
1_8827_u,1,how do you not tear off his clothes and take him right here on this table?,how do you not tear off his clothes and take him right here on this table?,0.0
1_8837_u,0,"not as relieved as i'm about to be. it's a brave new world, little lady.","not as relieved as i'm about to be. the brave new world, little lady.",0.13333333333333333
1_90_u,0,"lois lane is falling, accelerating at an initial rate of 32 feet per second per second. superman swoops down to save her by reaching out two arms of steel. miss lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.","loose lane is falling, accelerating at an initial rate of 32 feet per second per second. superbant swoops down to saver by reaching out to arms of steel. miss lane, who is now traveling at approximately 120 miles an hour, hits them and is immediately sliced into three equal pieces.",0.09803921568627451
1_9003_u,0,"i'm not going to bother him, i'm going to talk to him.",i'm not going to bother him. i'm going to talk to him.,0.08333333333333333
1_9009_u,0,"- no, no, no. i'm really good at this. all right, give me a hint. does it involve difficulty initiating a stream of anything?","sheldon, come on. no, no, no, i'm really good at this. all right, give me a hint. does it involve difficulty initiating a stream of anything?",0.16666666666666666
1_9087_u,1,"why? because i got an ugly, itchy sweater, and my brother got a car? no, i was her favorite.","why? because i got an ugly itchy sweater and my brother got a car. no, i was her favorite.",0.15789473684210525
1_9245_u,0,can we talk about something else? do you know that i yodel?,can we talk about something else? do you know that i yodel?,0.0
1_9594_u,0,i can't believe we wasted all that time on our hulk costumes.,"i can't believe it weighs no that time on our hulk costumes. what, you're all going...",0.5833333333333334
1_9668_u,0,"people usually start a meeting with a joke, but you go ahead-- end with one.","people usually start a meeting with a joke, but you go ahead and with one.",0.13333333333333333
1_971_u,1,"- now?! - no, after my tongue has swollen to the size of a brisket!","room now? no, after my tongue has swollen to the sides of a basket!",0.3333333333333333
1_9963_u,0,what do you think i was gonna do at home?,what do you think is gonna do at home?,0.2
1_9971_u,1,i was gonna say we pick up a cake or a pie. but an insult to her faith is always thoughtful.,"i was gonna say we pick up a cake or a pie, but an insult to her faith is always thoughtful.",0.047619047619047616
1_9972_u,1,"ooh, i'm gonna check the fridge, and see if there are any clues inside a beer.","oh, i'm going to check the fridge and see if there are any clues inside a beer.",0.25
1_9993_u,1,"well, my beer isn't flat and my rack's not saggy. so far, the future's great.","oh, my beer isn't flat, my rock's not saggy so far, the future's great.",0.3333333333333333
1_S09E01_027_u,1,whatever. put us on the internet. i've always wanted a wedding with a comment section.,"whatever, put us on the internet. i've always wanted a wedding with a comment section.",0.06666666666666667
1_S09E01_368_u,1,"wow! well, marriage must agree with you. well, you are just glowing.",wow! marriage must agree with you. you are just glowing.,0.16666666666666666
1_S09E01_379_u,0,oh. that's so sweet of you.,"oh, that's so sweet of you.",0.16666666666666666
1_S09E01_403_u,0,that's ridiculous.,"all right, that's ridiculous.",1.0
1_S09E01_439_u,0,i don't know. sounds pretty bad. penny's back in her apartment all by herself.,i don't know. sounds pretty bad. penny's back in her apartment all by herself.,0.0
1_S09E02_002_u,0,"how am i supposed to sleep? i've been married less than 24 hours, and my wife isn't speaking to me.",how am i supposed to sleep? the married lesson 24 hours my wife isn't speaking to me.,0.3
1_S09E02_064_u,0,because we're broken up.,why not? because we're broken up.,0.5
1_S09E02_078_u,0,"well, if you want to see less of me, maybe we should go out again.","if you want to see less of me, maybe we should go out again.",0.06666666666666667
1_S09E02_178_u,0,"oh, of course. wouldn't want to intrude.","don't, of course, what i want to intrude.",0.5714285714285714
1_S09E02_215_u,0,"yeah, well, maybe she has interest in you.","cat, well maybe she has interest in you.",0.25
1_S09E02_271_u,0,"dude, just because we're best friends doesn't mean that i have to tell you everything that goes on.","dude, just because we're best friends doesn't mean that i have to tell you everything that goes on.",0.0
1_S09E02_371_u,0,"okay, that is the lamest excuse you could've possibly come up with.","okay, that is the lemus excuse you could have possibly come up with.",0.25
1_S09E02_386_u,0,that sounds nice.,that sounds nice.,0.0
1_S09E02_392_u,0,"oh. oh, my god, that is the most beautiful thing anyone's ever said to me. yeah?","oh my god, that is most beautiful thing anyone's ever said to me. yeah.",0.25
1_S09E02_424_u,0,she watched it.,she watched it.,0.0
1_S09E03_056_u,1,it runs on syphilis?,but it runs on syphilis.,0.5
1_S09E03_072_u,1,india.,india.,0.0
1_S09E03_120_u,0,we don't have any of those.,we don't have any of those.,0.0
1_S09E03_125_u,1,"if there was a hidden compartment, don't you think you'd be stuffed in it by now?",there was a hidden compartment. don't you think you'd be stuffed in it by now?,0.125
1_S09E03_135_u,0,you guys still aren't living together?,you guys still aren't living together?,0.0
1_S09E03_143_u,0,"fine, i guess. i've been focusing on me.","fine, i guess. i've been focusing on me.",0.0
1_S09E03_170_u,0,"i've done it, like, a dozen times.",not like a dozen times.,0.5714285714285714
1_S09E03_233_u,0,how long do you think you can keep it from him?,how long do you think you can keep it for?,0.18181818181818182
1_S09E03_241_u,0,every self-respecting gentleman should know how in case he comes across a damsel in distress by the side of the road.,every self-respecting gentleman should know how. casey comes across a damsel on distress by the side of the road.,0.23809523809523808
1_S09E03_359_u,0,"i'll bet there's something around here that could be a ""lehver.""",i'll bet there's something around here that could be a lever.,0.09090909090909091
1_S09E03_476_u,0,we got a flat and couldn't get the tire off.,we've got to flatten and couldn't get the tire off.,0.3
1_S09E04_015_u,0,"now that leonard and i are married, it kind of makes sense that we actually live together.","now that leonard and i are married, it kind of makes sense that we actually live together.",0.0
1_S09E04_053_u,0,"well, why don't you look at this as an opportunity? you had other roommates before leonard. maybe this is a chance to find someone new.","why don't you look at this as an opportunity? you had all their roommates before leonard, maybe this is a chance to find someone new.",0.16
1_S09E04_074_u,0,how could archie defeat predator?,how could archie defeat predator?,0.0
1_S09E04_088_u,0,"well, it could be fun to try a little acoustic thing.",i could be fun to try a little acoustic thing.,0.18181818181818182
1_S09E04_106_u,0,footprints on the moon.,footprints on the moon.,0.0
1_S09E04_207_u,0,"but i met with 11 people, and they all walked out.",but i met with 11 people and they all walked out. and...,0.18181818181818182
1_S09E04_230_u,0,"well, it's thai food night.",good night.,0.8
1_S09E04_267_u,0,"no, of course not. i-i just feel bad. well, so do i,",course not. i just feel bad.,0.5833333333333334
1_S09E04_288_u,1,you really should've gone on the internet and checked how long that kind of thing lives,you really should have gone on the internet and checked how long that kind of thing lives.,0.1875
1_S09E04_342_u,0,who cares? i thought the whole point of footprints on the moon was to write songs that make people think.,who cares? that's not the whole point of footprints on the moon was to write songs that make people think.,0.1
1_S09E04_351_u,0,i still love it. i just think there's room for improvement.,"still love it, i just think this room for improvement.",0.2727272727272727
1_S09E04_382_u,0,"how can you say that? amy's gone, and you two are married now, so it's only a matter of time before you're gone, too.","say that, amy's gone and you two are married now, so it's only a matter of time before you're gone too. okay.",0.2916666666666667
1_S09E05_022_u,0,what are you saying? we're not coordinated enough to play sports?,what are you saying? we're not coordinated enough to play sports.,0.09090909090909091
1_S09E05_213_u,0,"why? you never thought you'd end up in a relationship, and then you met amy. maybe there's someone else out there for you.",why? you never thought you'd end up in a relationship and then you met amy? maybe there's someone else out there for you?,0.13043478260869565
1_S09E05_222_u,0,whoa! walking up to a strange woman in a bar usually doesn't work.,"oh, oh. walking up to a strange room in a bar usually doesn't work.",0.23076923076923078
1_S09E05_258_u,0,what can it hurt?,what can i hear it?,0.75
1_S09E05_278_u,0,i'm doing all right. i tried fencing today.,i'm doing alright. i tried fencing today.,0.25
1_S09E05_284_u,0,"actually, he already did.","actually, he already did.",0.0
1_S09E05_291_u,0,i've been told it's a good way to move on.,i've been told it's a good way to move on.,0.0
1_S09E06_055_u,1,sounds like you on cinco de mayo.,sounds like you want to go to my home.,0.8571428571428571
1_S09E06_168_u,1,"uh, he's indian. we've already got one of those.","he's indian, we've already got one of those.",0.2222222222222222
1_S09E07_054_u,1,and i'm laughing like i did the first time i heard it.,and i'm laughing like i did the first time.,0.3333333333333333
1_S09E07_135_u,1,when is your visa up?,check. when is your visa?,0.6
1_S09E07_285_u,1,"fine, i'll leave. but it sounds like somebody needs a fresh diaper.","here. final leave, but it sounds like somebody needs a fresh dip.",0.3333333333333333
1_S09E08_255_u,1,"no, pinch me!",no. p-,1.0
1_S09E10_065_u,1,"i told you if we were patient, he'd figure it out for himself.","if we were patient, it figured out from time.",0.6153846153846154
1_S09E10_208_u,1,nobody knows. that's why he's number one.,"nobody knows, that's why he's number one.",0.14285714285714285
1_S09E11_045_u,1,"oh, that's nice. put that on her cake.","oh, that's nice. put that on our cake.",0.125
1_S09E12_184_u,1,(chuckles) yeah. a grown man moving into his own apartment. it's crazy times. see ya!,"yeah, a grown man moving into his own apartment. that's crazy time.",0.4
1_S09E12_369_u,1,"yeah, he's as real as the fine i get when i use too much toilet paper.","yeah, he says, real is the fine i get when i use too much toilet paper.",0.1875
1_S09E13_024_u,1,glad to hear it.,glad to hear it.,0.0
1_S09E14_045_u,1,really? the old asian man is not your meemaw?,"really, the old asian man is...",0.5555555555555556
1_S09E14_455_u,1,"he never disappoints, does he?",this little work in progress. you never discipline...,1.6
1_S09E16_101_u,1,"relax, there's room for two babies in this group.","relax, there's room for two babies.",0.4444444444444444
1_S09E16_189_u,1,maybe you should get a new doctor.,if you should get a new doctor.,0.14285714285714285
1_S09E18_033_u,1,oh. is the impression that your first name is pee-wee?,is the impression that your first name is.,0.3
1_S09E18_147_u,1,"great, so they own my idea for a t-shirt that says ""dumb as a bag of geologists.""",great. so they own my idea for a t-shirt that says dumb as a bag of geologists.,0.17647058823529413
1_S09E18_357_u,1,is there a switch on the back of his neck we don't know about?,backfall. is there a switch on the back of his neck? we don't know.,0.2857142857142857
1_S09E19_044_u,1,so we brought you some lunch and we are gonna go look for 'em.,so we brought you some lunch and we are gonna go look for him.,0.07142857142857142
1_S09E20_029_u,1,you may need this more than i do.,squirrels. you may need this more than i do.,0.125
1_S09E20_127_u,1,i'm surprised he let us conceive without him.,it's the pricey let us conceive of that one.,0.75
1_S09E20_156_u,1,astronauts saw him carrying that.,astronauts saw him carrying.,0.4
1_S09E20_179_u,1,no. you'll wish it would kill you.,shownham. no. your wish it would kill you.,0.2857142857142857
1_S09E20_237_u,1,she's trying to think of something she's never done before. this could take a while.,she's trying to think of something she's never done before. this could take a while.,0.0
1_S09E20_354_u,1,"no, i do, and that's why i hid it.",i do and that's why i hit it.,0.3333333333333333
1_S09E21_024_u,1,you mean like through their window from behind a bush?,you mean like through their window from behind a bush?,0.0
1_S09E21_255_u,1,interesting. maybe my male cycle synced up with raj's actual period.,"interesting. well, maybe my male cycle synced up with raj's actual period.",0.09090909090909091
1_S09E21_401_u,1,better than watching a guy in a fur cloak ride a girl's bike? nope.,"better than watching a guy in a fur club, credit girls bike, no. laughter",0.42857142857142855
1_S09E22_015_u,1,i'm sure that would pair nicely with your fried nuggets of chicken.,her nicely with your five nuggets of chicken.,0.5
1_S09E22_075_u,1,funny how that worked out.,that worked out.,0.4
1_S09E23_017_u,1,"i thought to myself, ""venn is he gonna stop talking about this diagram?""","because i thought to myself, then is he gonna stop talking about this diorama?",0.23076923076923078
1_S09E23_102_u,1,wow. (clears throat) didn't even make it out of the parking lot.,"wow, didn't even make it out of the parking lot.",0.25
1_S09E23_270_u,1,"so, when the aliens brought you back, they just left the probe in?","so when the aliens brought you back, they just left the probe in.",0.15384615384615385
1_S09E23_420_u,1,thank you.,thank you.,0.0
1_S09E24_014_u,1,did she think you were choking or...,you were choking or something.,0.7142857142857143
1_S09E24_152_u,1,sure you do.,some sure you do.,0.3333333333333333
1_S10E01_075_u,1,it was nice of her to show us playing dumb with an example.,it was nice of her to show us playing dumb with an exam.,0.07692307692307693
1_S10E01_197_u,1,"yeah, special, like that.","yeah, special like that.",0.25
1_S10E01_225_u,1,"well, he probably buys his illegal drugs from a local vendor.","well, he probably buys his illegal drugs from a local.",0.18181818181818182
1_S10E01_381_u,1,they're practicing for what's coming later.,they're practicing for what's coming later.,0.0
1_S10E01_474_u,1,is he? i never noticed.,is he? i never noticed.,0.0
1_S10E02_101_u,1,"why? because i'm jewish? that's like me saying, ""hey, you're indian. doesn't your cousin work in a call center?""","why? because i'm jewish? it's like me saying, hey, you're indian. doesn't your cousin work in a call center?",0.15789473684210525
1_S10E02_123_u,0,"oh, my god, it was me, it was me! i'm the one who blabbed she was pregnant!","oh my god, it was me, it was me, i'm the only black, she's pregnant!",0.4117647058823529
1_S10E02_327_u,0,"but i'm mad at him, too, so lemon bars it is.","but i'm mad at him too, so lemon bars it is.",0.09090909090909091
1_S10E02_372_u,0,would you stop? we're just gonna be on the other side of campus.,"if you stop, we're just gonna be on the other side of campus. and...",0.23076923076923078
1_S10E03_144_u,1,"oh, i was gonna start at the end. thank god you're here.",i was gonna start at the end. thank god you're here.,0.08333333333333333
1_S10E03_154_u,0,"this was the husband and this was the wife. they'd go out on adventures together. cruises, skiing, horseback riding. that was really me just duct taping them to our dog.","this was the husband, this was the wife. they'd go out on adventures together. cruises, skiing, horseback riding. that was really me just duct-taping them to our dog.",0.13333333333333333
1_S10E03_177_u,0,"gentlemen, i am ready to work. to quote the martian, ""let's science the feces out of this!"" that's the martian the book and the martian the movie, not marvin the martian.","gentlemen, i am ready to work. to quote the martian, let science the feces out of this. and that's the martian, the book, and the martian, the movie, not marvin the martian.",0.1935483870967742
1_S10E03_224_u,0,my head hurts and i'm more tired than ever.,my head hurts. i'm more tired than ever.,0.2222222222222222
1_S10E03_260_u,0,"i think you were mean before you were pregnant, but it's fine.","i think you were mean before you were pregnant, but it's fine.",0.0
1_S10E03_282_u,0,sorry! sorry!,sorry! sorry!,0.0
1_S10E03_311_u,0,"but let's say you do. and don't say you do, because you don't! now, wouldn't you think that throwing yourself into your work would be the best way to deal with it?","well, let's say you do. and don't say you do because you don't. laughter now, wouldn't you think that throwing yourself into your work would be the best way to deal with it?",0.125
1_S10E04_007_u,1,"oh, so nothing. great.",nothing great.,0.75
1_S10E04_021_u,0,"and we live with sheldon, so the word ""inconvenience"" has really lost all meaning.",and we live with children so the word inconvenience is really lost on meaning.,0.2857142857142857
1_S10E04_043_u,0,i don't know. what if living together kills the romance?,i don't know. what if living together kills the romance?,0.0
1_S10E04_057_u,0,don't try luring me in with sexy talk.,don't try luring me in with sexy talk.,0.0
